"SAGDP9S Real GDP by state 1/"
"(millions of chained 1997 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1995","1996","1997"
"00000","United States","47","      Wholesale trade",467279.0,518485.6,575828.6
"00000","United States","48","      Retail trade",640941.5,689962.5,745733.1
"00000","United States","49","      Finance, insurance, and real estate",1450813.8,1494252.8,1576282.1
"00000","United States","50","          Depository institutions 3/",234109.7,227876.6,213753.2
"00000","United States","51","          Nondepository institutions 3/",23809.8,27340.7,40879.6
"00000","United States","52","          Security and commodity brokers",66821.5,89609.7,120283.6
"00000","United States","53","          Insurance carriers",174258.2,166474.1,169874.9
"00000","United States","54","          Insurance agents, brokers, and services",49419.8,48231.3,49151.1
"00000","United States","55","          Real estate",879382.9,903624.1,942731.8
"00000","United States","56","          Holding and other investment offices",31345.5,34304.4,39607.9
"00000","United States","57","      Services",1575512.5,1642700.9,1720489.2
"00000","United States","58","          Hotels and other lodging places",66089.4,70633.0,72925.1
"00000","United States","59","          Personal services",52993.1,53706.5,55988.8
"00000","United States","60","          Business services 4/",332490.9,361602.1,397537.7
"00000","United States","61","          Automotive repair, services, and parking",68886.9,72815.4,74415.4
"00000","United States","62","          Miscellaneous repair services",26453.8,26587.1,26620.7
"00000","United States","63","          Motion pictures",23614.8,24289.3,25869.3
"00000","United States","64","          Amusement and recreation services",59915.8,62572.4,69524.1
"00000","United States","65","          Health services",452015.6,458198.8,465620.4
"00000","United States","66","          Legal services",106462.7,108915.0,109047.1
"00000","United States","67","          Educational services",59524.5,60458.0,62103.0
"00000","United States","68","          Social services",46982.8,47698.4,49402.2
"00000","United States","69","          Membership organizations",53194.5,54504.9,56462.0
"00000","United States","70","          Other services 4/",213703.1,228145.9,242780.3
"00000","United States","71","          Private households",12693.1,12465.8,12193.0
"00000","United States","72","  Government and government enterprises",979152.8,986081.6,999440.4
"00000","United States","73","      Federal civilian",200841.1,197680.9,198598.0
"00000","United States","74","      Military",91077.9,88360.2,86611.4
"00000","United States","75","      State and local",687322.5,700041.2,714231.0
"00000","United States","","Addenda:","","",""
"00000","United States","76","  Electronic equipment and instruments 5/",169264.9,194708.0,224806.7
"00000","United States","77","  Depository and nondepository institutions 6/",255188.3,253695.0,254632.8
"00000","United States","78","  Business services and other services 7/",546275.7,589775.3,640318.0
"01000","Alabama","1","All industry total",98023.9,101379.3,104805.2
"01000","Alabama","2","  Private industries",81780.0,85170.0,88507.4
"01000","Alabama","3","      Agriculture, forestry, and fishing",1549.1,1646.3,1820.1
"01000","Alabama","4","          Farms",1104.9,1195.1,1370.9
"01000","Alabama","5","          Agricultural services, forestry, and fishing",451.2,455.7,449.2
"01000","Alabama","6","      Mining",1415.4,1587.6,1755.3
"01000","Alabama","7","          Metal mining",4.2,4.6,6.0
"01000","Alabama","8","          Coal mining",580.6,646.8,682.0
"01000","Alabama","9","          Oil and gas extraction",633.1,691.9,787.8
"01000","Alabama","10","          Nonmetallic minerals, except fuels",198.0,243.2,279.5
"01000","Alabama","11","      Construction",4276.5,4701.1,4845.9
"01000","Alabama","12","      Manufacturing",20994.8,21083.1,21718.6
"01000","Alabama","13","          Durable goods manufacturing",9908.4,10660.4,11277.4
"01000","Alabama","14","              Lumber and wood products",1850.7,1954.1,1840.1
"01000","Alabama","15","              Furniture and fixtures",515.8,504.6,480.9
"01000","Alabama","16","              Stone, clay, and glass products",606.8,607.5,714.4
"01000","Alabama","17","              Primary metal industries",1665.3,2021.0,2205.7
"01000","Alabama","18","              Fabricated metal products",1323.6,1273.1,1415.0
"01000","Alabama","19","              Industrial machinery and equipment",1001.8,1213.5,1395.7
"01000","Alabama","20","              Electronic and other electric equipment 2/",919.5,1029.9,1215.7
"01000","Alabama","21","              Motor vehicles and equipment",997.1,1064.9,1090.7
"01000","Alabama","22","              Other transportation equipment",715.7,680.0,586.5
"01000","Alabama","23","              Instruments and related products 2/",142.1,139.3,132.6
"01000","Alabama","24","              Miscellaneous manufacturing industries",225.2,188.0,200.2
"01000","Alabama","25","          Nondurable goods manufacturing",11095.5,10423.7,10441.2
"01000","Alabama","26","              Food and kindred products",1368.5,949.9,938.7
"01000","Alabama","27","              Tobacco products",22.1,25.0,27.3
"01000","Alabama","28","              Textile mill products",1596.2,1631.5,1676.0
"01000","Alabama","29","              Apparel and other textile products",1233.8,1107.9,1067.7
"01000","Alabama","30","              Paper and allied products",2876.2,2474.7,2555.4
"01000","Alabama","31","              Printing and publishing",820.5,854.7,843.0
"01000","Alabama","32","              Chemicals and allied products",1938.3,2084.2,1995.7
"01000","Alabama","33","              Petroleum and coal products",387.8,396.8,341.8
"01000","Alabama","34","              Rubber and miscellaneous plastics products",832.7,906.3,993.2
"01000","Alabama","35","              Leather and leather products",3.5,2.5,2.5
"01000","Alabama","36","      Transportation and public utilities",9503.1,9753.8,9518.8
"01000","Alabama","37","          Transportation",2698.1,2943.9,2981.9
"01000","Alabama","38","              Railroad transportation",380.1,392.6,361.1
"01000","Alabama","39","              Local and interurban passenger transit",80.4,85.2,97.2
"01000","Alabama","40","              Trucking and warehousing",1688.0,1849.6,1893.5
"01000","Alabama","41","              Water transportation",118.6,135.1,133.9
"01000","Alabama","42","              Transportation by air",264.2,282.2,287.6
"01000","Alabama","43","              Pipelines, except natural gas",57.0,79.3,84.3
"01000","Alabama","44","              Transportation services",111.1,119.5,124.3
"01000","Alabama","45","          Communications",3001.9,3086.9,2963.5
"01000","Alabama","46","          Electric, gas, and sanitary services",3801.7,3722.1,3573.4
"01000","Alabama","47","      Wholesale trade",5711.4,6318.9,6816.7
"01000","Alabama","48","      Retail trade",9191.3,10000.9,10550.6
"01000","Alabama","49","      Finance, insurance, and real estate",12708.7,13153.4,13825.9
"01000","Alabama","50","          Depository institutions 3/",2787.7,2900.0,3087.4
"01000","Alabama","51","          Nondepository institutions 3/",217.9,227.2,294.0
"01000","Alabama","52","          Security and commodity brokers",176.6,230.5,301.3
"01000","Alabama","53","          Insurance carriers",1222.1,1138.8,1124.1
"01000","Alabama","54","          Insurance agents, brokers, and services",475.1,492.2,504.6
"01000","Alabama","55","          Real estate",7658.5,7926.1,8250.8
"01000","Alabama","56","          Holding and other investment offices",283.2,268.2,263.7
"01000","Alabama","57","      Services",16459.8,16938.4,17655.5
"01000","Alabama","58","          Hotels and other lodging places",351.0,376.7,375.1
"01000","Alabama","59","          Personal services",666.1,677.7,697.4
"01000","Alabama","60","          Business services 4/",2626.3,2786.7,3117.9
"01000","Alabama","61","          Automotive repair, services, and parking",884.1,939.2,939.6
"01000","Alabama","62","          Miscellaneous repair services",407.4,415.2,431.4
"01000","Alabama","63","          Motion pictures",72.1,66.6,68.8
"01000","Alabama","64","          Amusement and recreation services",302.2,280.4,316.8
"01000","Alabama","65","          Health services",5902.9,6093.6,6292.8
"01000","Alabama","66","          Legal services",1156.2,1251.7,1212.2
"01000","Alabama","67","          Educational services",382.1,385.8,379.3
"01000","Alabama","68","          Social services",362.9,381.3,407.2
"01000","Alabama","69","          Membership organizations",769.1,794.6,832.8
"01000","Alabama","70","          Other services 4/",2406.5,2326.9,2429.2
"01000","Alabama","71","          Private households",167.0,161.3,154.9
"01000","Alabama","72","  Government and government enterprises",16260.4,16212.5,16297.8
"01000","Alabama","73","      Federal civilian",4597.0,4396.4,4293.7
"01000","Alabama","74","      Military",1673.3,1619.6,1567.3
"01000","Alabama","75","      State and local",9992.4,10196.6,10436.7
"01000","Alabama","","Addenda:","","",""
"01000","Alabama","76","  Electronic equipment and instruments 5/",1056.2,1167.4,1348.3
"01000","Alabama","77","  Depository and nondepository institutions 6/",3000.3,3121.7,3381.4
"01000","Alabama","78","  Business services and other services 7/",5036.1,5114.1,5547.1
"02000","Alaska","1","All industry total",27608.5,27271.2,27581.3
"02000","Alaska","2","  Private industries",22397.6,22140.0,22544.0
"02000","Alaska","3","      Agriculture, forestry, and fishing",392.9,375.9,366.5
"02000","Alaska","4","          Farms",18.6,19.8,25.5
"02000","Alaska","5","          Agricultural services, forestry, and fishing",375.3,356.7,341.0
"02000","Alaska","6","      Mining",7523.8,7464.8,7522.5
"02000","Alaska","7","          Metal mining",211.0,259.4,560.1
"02000","Alaska","8","          Coal mining",23.0,23.0,24.1
"02000","Alaska","9","          Oil and gas extraction",7309.6,7173.6,6914.1
"02000","Alaska","10","          Nonmetallic minerals, except fuels",22.2,29.3,24.2
"02000","Alaska","11","      Construction",1180.6,1151.2,1172.3
"02000","Alaska","12","      Manufacturing",1307.9,1107.9,1074.1
"02000","Alaska","13","          Durable goods manufacturing",319.5,254.8,253.5
"02000","Alaska","14","              Lumber and wood products",252.7,172.8,172.6
"02000","Alaska","15","              Furniture and fixtures",2.8,3.2,3.9
"02000","Alaska","16","              Stone, clay, and glass products",19.7,18.8,20.2
"02000","Alaska","17","              Primary metal industries",3.2,12.9,10.9
"02000","Alaska","18","              Fabricated metal products",15.8,15.7,12.1
"02000","Alaska","19","              Industrial machinery and equipment",7.2,11.2,10.1
"02000","Alaska","20","              Electronic and other electric equipment 2/",0.6,0.7,1.1
"02000","Alaska","21","              Motor vehicles and equipment",0.4,0.5,0.6
"02000","Alaska","22","              Other transportation equipment",9.7,11.5,13.7
"02000","Alaska","23","              Instruments and related products 2/",4.9,3.9,4.7
"02000","Alaska","24","              Miscellaneous manufacturing industries",4.5,3.7,3.4
"02000","Alaska","25","          Nondurable goods manufacturing",987.3,853.3,820.6
"02000","Alaska","26","              Food and kindred products",594.0,434.7,393.1
"02000","Alaska","27","              Tobacco products",0.1,0.1,"(L)"
"02000","Alaska","28","              Textile mill products",1.6,0.3,0.6
"02000","Alaska","29","              Apparel and other textile products",1.8,1.7,1.9
"02000","Alaska","30","              Paper and allied products",44.3,46.3,40.8
"02000","Alaska","31","              Printing and publishing",53.0,47.4,47.7
"02000","Alaska","32","              Chemicals and allied products",73.3,74.9,80.8
"02000","Alaska","33","              Petroleum and coal products",211.7,244.0,252.8
"02000","Alaska","34","              Rubber and miscellaneous plastics products",2.1,2.0,2.5
"02000","Alaska","35","              Leather and leather products",0.5,0.2,0.3
"02000","Alaska","36","      Transportation and public utilities",4043.1,3999.2,4169.0
"02000","Alaska","37","          Transportation",3209.0,3079.2,3219.7
"02000","Alaska","38","              Railroad transportation",0.0,0.0,0.0
"02000","Alaska","39","              Local and interurban passenger transit",59.3,58.1,67.7
"02000","Alaska","40","              Trucking and warehousing",204.9,212.1,217.7
"02000","Alaska","41","              Water transportation",138.9,137.0,129.3
"02000","Alaska","42","              Transportation by air",793.4,930.2,902.2
"02000","Alaska","43","              Pipelines, except natural gas",1921.6,1671.5,1826.1
"02000","Alaska","44","              Transportation services",70.7,74.7,76.7
"02000","Alaska","45","          Communications",495.3,518.4,547.4
"02000","Alaska","46","          Electric, gas, and sanitary services",332.2,401.8,401.8
"02000","Alaska","47","      Wholesale trade",655.0,726.5,768.6
"02000","Alaska","48","      Retail trade",1626.8,1680.8,1778.2
"02000","Alaska","49","      Finance, insurance, and real estate",2607.0,2562.0,2501.8
"02000","Alaska","50","          Depository institutions 3/",390.4,377.6,333.4
"02000","Alaska","51","          Nondepository institutions 3/",21.3,18.1,42.4
"02000","Alaska","52","          Security and commodity brokers",24.4,34.2,46.7
"02000","Alaska","53","          Insurance carriers",201.4,180.1,163.5
"02000","Alaska","54","          Insurance agents, brokers, and services",79.9,74.2,70.5
"02000","Alaska","55","          Real estate",1878.3,1854.7,1820.6
"02000","Alaska","56","          Holding and other investment offices",29.9,16.8,24.8
"02000","Alaska","57","      Services",3080.5,3077.1,3191.0
"02000","Alaska","58","          Hotels and other lodging places",219.9,231.0,228.5
"02000","Alaska","59","          Personal services",102.0,105.0,96.5
"02000","Alaska","60","          Business services 4/",454.4,444.2,501.5
"02000","Alaska","61","          Automotive repair, services, and parking",165.5,166.2,156.7
"02000","Alaska","62","          Miscellaneous repair services",107.3,114.4,92.5
"02000","Alaska","63","          Motion pictures",16.8,16.1,14.9
"02000","Alaska","64","          Amusement and recreation services",115.1,124.2,119.4
"02000","Alaska","65","          Health services",801.8,809.6,847.2
"02000","Alaska","66","          Legal services",156.1,137.2,147.3
"02000","Alaska","67","          Educational services",48.9,57.0,66.8
"02000","Alaska","68","          Social services",157.1,159.9,166.4
"02000","Alaska","69","          Membership organizations",158.2,163.2,165.6
"02000","Alaska","70","          Other services 4/",561.2,534.0,573.2
"02000","Alaska","71","          Private households",16.2,15.4,14.5
"02000","Alaska","72","  Government and government enterprises",5211.0,5131.6,5037.3
"02000","Alaska","73","      Federal civilian",1244.8,1276.0,1269.0
"02000","Alaska","74","      Military",1168.5,1133.3,1097.2
"02000","Alaska","75","      State and local",2797.6,2722.3,2671.1
"02000","Alaska","","Addenda:","","",""
"02000","Alaska","76","  Electronic equipment and instruments 5/",5.3,4.6,5.8
"02000","Alaska","77","  Depository and nondepository institutions 6/",409.2,392.5,375.8
"02000","Alaska","78","  Business services and other services 7/",1015.9,978.3,1074.6
"04000","Arizona","1","All industry total",112019.5,120868.5,129279.1
"04000","Arizona","2","  Private industries",95877.9,104207.5,112460.7
"04000","Arizona","3","      Agriculture, forestry, and fishing",1834.8,1743.1,1904.0
"04000","Arizona","4","          Farms",1126.9,994.9,1149.2
"04000","Arizona","5","          Agricultural services, forestry, and fishing",702.8,754.1,754.9
"04000","Arizona","6","      Mining",1669.3,1674.5,1976.7
"04000","Arizona","7","          Metal mining",1487.2,1496.4,1779.2
"04000","Arizona","8","          Coal mining",95.7,87.9,97.2
"04000","Arizona","9","          Oil and gas extraction",4.4,8.6,18.8
"04000","Arizona","10","          Nonmetallic minerals, except fuels",82.2,82.0,81.6
"04000","Arizona","11","      Construction",6368.9,6630.2,6787.8
"04000","Arizona","12","      Manufacturing",13980.0,15988.5,18172.8
"04000","Arizona","13","          Durable goods manufacturing",10932.3,12788.1,14937.0
"04000","Arizona","14","              Lumber and wood products",362.5,375.9,379.8
"04000","Arizona","15","              Furniture and fixtures",145.5,178.9,192.0
"04000","Arizona","16","              Stone, clay, and glass products",424.4,398.5,493.0
"04000","Arizona","17","              Primary metal industries",1275.6,684.5,655.7
"04000","Arizona","18","              Fabricated metal products",622.6,591.5,645.3
"04000","Arizona","19","              Industrial machinery and equipment",735.8,701.1,852.3
"04000","Arizona","20","              Electronic and other electric equipment 2/",4463.3,6263.2,8232.8
"04000","Arizona","21","              Motor vehicles and equipment",449.4,421.3,475.9
"04000","Arizona","22","              Other transportation equipment",1577.3,1888.1,1660.5
"04000","Arizona","23","              Instruments and related products 2/",845.0,1092.7,1072.5
"04000","Arizona","24","              Miscellaneous manufacturing industries",194.4,240.9,277.2
"04000","Arizona","25","          Nondurable goods manufacturing",3091.3,3213.3,3235.8
"04000","Arizona","26","              Food and kindred products",969.8,872.5,737.7
"04000","Arizona","27","              Tobacco products",0.5,0.5,0.4
"04000","Arizona","28","              Textile mill products",40.2,53.2,53.4
"04000","Arizona","29","              Apparel and other textile products",80.6,73.5,78.0
"04000","Arizona","30","              Paper and allied products",107.6,129.4,171.8
"04000","Arizona","31","              Printing and publishing",932.3,944.1,966.5
"04000","Arizona","32","              Chemicals and allied products",649.0,812.0,861.3
"04000","Arizona","33","              Petroleum and coal products",11.7,12.8,16.1
"04000","Arizona","34","              Rubber and miscellaneous plastics products",303.5,305.8,336.8
"04000","Arizona","35","              Leather and leather products",15.6,13.3,13.8
"04000","Arizona","36","      Transportation and public utilities",9862.0,10168.6,10340.0
"04000","Arizona","37","          Transportation",3387.0,3646.3,3895.9
"04000","Arizona","38","              Railroad transportation",340.7,344.2,321.6
"04000","Arizona","39","              Local and interurban passenger transit",178.5,188.3,208.0
"04000","Arizona","40","              Trucking and warehousing",1146.0,1285.6,1341.3
"04000","Arizona","41","              Water transportation",8.8,11.9,13.6
"04000","Arizona","42","              Transportation by air",1453.0,1543.3,1724.9
"04000","Arizona","43","              Pipelines, except natural gas",29.0,36.5,38.4
"04000","Arizona","44","              Transportation services",229.6,235.4,248.2
"04000","Arizona","45","          Communications",2388.4,2618.0,2643.2
"04000","Arizona","46","          Electric, gas, and sanitary services",4084.7,3901.9,3800.9
"04000","Arizona","47","      Wholesale trade",6082.3,7347.2,8326.9
"04000","Arizona","48","      Retail trade",10877.3,11995.7,13108.5
"04000","Arizona","49","      Finance, insurance, and real estate",23200.3,24960.3,26558.1
"04000","Arizona","50","          Depository institutions 3/",3655.9,3700.0,3588.8
"04000","Arizona","51","          Nondepository institutions 3/",490.4,647.6,956.5
"04000","Arizona","52","          Security and commodity brokers",335.5,470.2,628.9
"04000","Arizona","53","          Insurance carriers",2180.7,2534.7,2911.6
"04000","Arizona","54","          Insurance agents, brokers, and services",764.2,780.7,816.6
"04000","Arizona","55","          Real estate",15489.4,16466.4,17261.2
"04000","Arizona","56","          Holding and other investment offices",358.8,405.9,394.5
"04000","Arizona","57","      Services",22160.6,23758.9,25285.9
"04000","Arizona","58","          Hotels and other lodging places",1504.6,1626.0,1775.1
"04000","Arizona","59","          Personal services",832.9,859.8,895.5
"04000","Arizona","60","          Business services 4/",4854.0,5544.4,6197.7
"04000","Arizona","61","          Automotive repair, services, and parking",1272.4,1340.5,1336.2
"04000","Arizona","62","          Miscellaneous repair services",420.0,429.7,435.4
"04000","Arizona","63","          Motion pictures",123.0,116.6,126.1
"04000","Arizona","64","          Amusement and recreation services",876.7,959.1,1065.1
"04000","Arizona","65","          Health services",6356.9,6527.8,6704.5
"04000","Arizona","66","          Legal services",1221.0,1204.8,1265.7
"04000","Arizona","67","          Educational services",436.9,514.2,552.9
"04000","Arizona","68","          Social services",645.4,687.7,704.1
"04000","Arizona","69","          Membership organizations",573.9,575.7,596.8
"04000","Arizona","70","          Other services 4/",2869.1,3205.1,3465.3
"04000","Arizona","71","          Private households",163.3,164.6,165.6
"04000","Arizona","72","  Government and government enterprises",16166.3,16668.5,16818.4
"04000","Arizona","73","      Federal civilian",2892.7,2885.6,2916.5
"04000","Arizona","74","      Military",1448.2,1418.7,1422.4
"04000","Arizona","75","      State and local",11827.2,12364.2,12479.6
"04000","Arizona","","Addenda:","","",""
"04000","Arizona","76","  Electronic equipment and instruments 5/",5281.5,7337.8,9305.3
"04000","Arizona","77","  Depository and nondepository institutions 6/",4077.3,4315.8,4545.3
"04000","Arizona","78","  Business services and other services 7/",7724.4,8749.9,9662.9
"05000","Arkansas","1","All industry total",55836.1,58346.3,60332.9
"05000","Arkansas","2","  Private industries",48745.9,51110.7,52909.6
"05000","Arkansas","3","      Agriculture, forestry, and fishing",2123.5,2510.2,2695.1
"05000","Arkansas","4","          Farms",1813.1,2186.9,2363.5
"05000","Arkansas","5","          Agricultural services, forestry, and fishing",316.8,324.8,331.6
"05000","Arkansas","6","      Mining",562.7,588.1,592.6
"05000","Arkansas","7","          Metal mining",6.8,7.9,7.7
"05000","Arkansas","8","          Coal mining",1.1,1.0,1.0
"05000","Arkansas","9","          Oil and gas extraction",430.0,458.0,445.2
"05000","Arkansas","10","          Nonmetallic minerals, except fuels",124.0,121.3,138.8
"05000","Arkansas","11","      Construction",2436.7,2641.8,2696.7
"05000","Arkansas","12","      Manufacturing",13243.8,13372.2,13679.8
"05000","Arkansas","13","          Durable goods manufacturing",6558.5,7054.7,7230.9
"05000","Arkansas","14","              Lumber and wood products",1308.2,1137.2,1063.4
"05000","Arkansas","15","              Furniture and fixtures",330.6,317.3,341.3
"05000","Arkansas","16","              Stone, clay, and glass products",241.1,233.2,238.9
"05000","Arkansas","17","              Primary metal industries",868.1,1017.8,992.2
"05000","Arkansas","18","              Fabricated metal products",1046.1,1188.1,1162.5
"05000","Arkansas","19","              Industrial machinery and equipment",858.2,941.2,993.4
"05000","Arkansas","20","              Electronic and other electric equipment 2/",746.1,981.2,1123.0
"05000","Arkansas","21","              Motor vehicles and equipment",544.6,577.9,645.0
"05000","Arkansas","22","              Other transportation equipment",233.0,255.6,307.2
"05000","Arkansas","23","              Instruments and related products 2/",254.0,221.8,176.5
"05000","Arkansas","24","              Miscellaneous manufacturing industries",185.9,194.0,187.3
"05000","Arkansas","25","          Nondurable goods manufacturing",6702.8,6317.6,6448.9
"05000","Arkansas","26","              Food and kindred products",2910.6,2430.6,2472.0
"05000","Arkansas","27","              Tobacco products",0.4,0.4,0.3
"05000","Arkansas","28","              Textile mill products",109.2,115.0,132.3
"05000","Arkansas","29","              Apparel and other textile products",245.9,228.9,179.9
"05000","Arkansas","30","              Paper and allied products",1272.3,1245.0,1277.0
"05000","Arkansas","31","              Printing and publishing",580.6,571.6,608.1
"05000","Arkansas","32","              Chemicals and allied products",749.1,756.1,789.2
"05000","Arkansas","33","              Petroleum and coal products",118.2,194.9,172.8
"05000","Arkansas","34","              Rubber and miscellaneous plastics products",656.0,707.8,751.2
"05000","Arkansas","35","              Leather and leather products",80.7,70.0,66.0
"05000","Arkansas","36","      Transportation and public utilities",6133.2,6441.2,6290.3
"05000","Arkansas","37","          Transportation",2388.7,2594.4,2655.1
"05000","Arkansas","38","              Railroad transportation",410.9,431.4,410.3
"05000","Arkansas","39","              Local and interurban passenger transit",41.0,48.3,56.1
"05000","Arkansas","40","              Trucking and warehousing",1612.4,1744.9,1814.1
"05000","Arkansas","41","              Water transportation",21.0,23.5,27.5
"05000","Arkansas","42","              Transportation by air",203.2,226.6,221.7
"05000","Arkansas","43","              Pipelines, except natural gas",36.8,49.2,52.1
"05000","Arkansas","44","              Transportation services",64.0,70.3,73.4
"05000","Arkansas","45","          Communications",1398.0,1525.5,1447.6
"05000","Arkansas","46","          Electric, gas, and sanitary services",2345.3,2320.0,2187.6
"05000","Arkansas","47","      Wholesale trade",3281.9,3578.6,3933.9
"05000","Arkansas","48","      Retail trade",5477.9,5893.5,6419.8
"05000","Arkansas","49","      Finance, insurance, and real estate",6949.3,7145.4,7393.1
"05000","Arkansas","50","          Depository institutions 3/",1454.5,1466.4,1299.3
"05000","Arkansas","51","          Nondepository institutions 3/",71.8,81.1,123.1
"05000","Arkansas","52","          Security and commodity brokers",173.9,221.4,305.0
"05000","Arkansas","53","          Insurance carriers",582.5,534.2,549.3
"05000","Arkansas","54","          Insurance agents, brokers, and services",314.3,302.4,301.6
"05000","Arkansas","55","          Real estate",4299.4,4472.8,4733.3
"05000","Arkansas","56","          Holding and other investment offices",82.2,85.3,81.5
"05000","Arkansas","57","      Services",8586.2,8957.5,9208.3
"05000","Arkansas","58","          Hotels and other lodging places",261.5,271.9,275.7
"05000","Arkansas","59","          Personal services",394.5,397.7,396.2
"05000","Arkansas","60","          Business services 4/",1440.6,1480.0,1491.3
"05000","Arkansas","61","          Automotive repair, services, and parking",528.9,559.3,594.1
"05000","Arkansas","62","          Miscellaneous repair services",227.1,230.1,226.8
"05000","Arkansas","63","          Motion pictures",54.1,65.8,65.2
"05000","Arkansas","64","          Amusement and recreation services",196.7,195.6,206.0
"05000","Arkansas","65","          Health services",3454.8,3572.9,3690.6
"05000","Arkansas","66","          Legal services",372.5,384.5,397.9
"05000","Arkansas","67","          Educational services",175.5,184.3,189.6
"05000","Arkansas","68","          Social services",327.7,332.8,335.8
"05000","Arkansas","69","          Membership organizations",369.3,381.1,390.7
"05000","Arkansas","70","          Other services 4/",700.4,818.2,865.4
"05000","Arkansas","71","          Private households",83.9,83.6,83.1
"05000","Arkansas","72","  Government and government enterprises",7095.1,7236.2,7423.3
"05000","Arkansas","73","      Federal civilian",1361.0,1340.2,1356.4
"05000","Arkansas","74","      Military",550.8,558.3,560.4
"05000","Arkansas","75","      State and local",5183.6,5337.7,5506.6
"05000","Arkansas","","Addenda:","","",""
"05000","Arkansas","76","  Electronic equipment and instruments 5/",979.4,1198.7,1299.6
"05000","Arkansas","77","  Depository and nondepository institutions 6/",1517.3,1541.1,1422.4
"05000","Arkansas","78","  Business services and other services 7/",2139.3,2298.1,2356.7
"06000","California","1","All industry total",940599.3,978299.5,1037091.2
"06000","California","2","  Private industries",823172.7,862600.0,921028.2
"06000","California","3","      Agriculture, forestry, and fishing",18289.8,18952.3,22143.5
"06000","California","4","          Farms",10898.1,11181.1,13973.4
"06000","California","5","          Agricultural services, forestry, and fishing",7454.2,7851.6,8170.1
"06000","California","6","      Mining",7571.9,7676.4,8516.3
"06000","California","7","          Metal mining",276.8,313.4,340.6
"06000","California","8","          Coal mining",1.0,0.5,0.3
"06000","California","9","          Oil and gas extraction",6459.6,6400.4,7125.6
"06000","California","10","          Nonmetallic minerals, except fuels",859.4,961.5,1049.8
